instance_id,id,user.id,created_at,text,class
741,1.07E+18,4867064842,Mon Dec 10 16:47:05 +0000 2018,"""??????? ??????? ?????? ??? ??????? ???? ?BRAZZERS ??? ?????? ?????? ?????? ?? ??????? ????? ??? ???? ????. ? ???? ?? ????? ?? ???? ????? ?? ?????????? ????? ?????? ????? ???? ??? ???? ???? ????????.""",
742,1.07E+18,4867064842,Mon Dec 10 16:15:41 +0000 2018,"""????? ?? ?? ?????? ????? ???? ??????, ?? ?????? ??? ??? ????? ?? ?????? ??? ?? ?????????? ?????? ??? ???, ?????? ????? ??? ????? ???? ?????????? 100% ?? ???????????.""",
743,1.07E+18,4867064842,Mon Dec 10 15:51:31 +0000 2018,"""??????? ?? ???? ?? ????? ????????? ???????. ??????? ?????? ?????? ?? ??????? ??? ????? ????? ??????? ???????. ?????? ????? ??? ??????????? ????????? ???? ????. ??? ????? ??? ??? ????????? ???????? ?? ?????? ? ???? ??? ???? ?????? ????, ??? ??????? ??????? ???? ?? ? ?? ???? ?? ??""",
744,1.07E+18,4867064842,Mon Dec 10 15:39:02 +0000 2018,"""?????? ???? ??? ?? ?????? ??? "" ???? ?? ??????? ????? ???????? ?? ???? ????? ????? "" ??? ???? ???????? ? ?? ??? ????? ??????? ?? ?????. ??? ?????? ??? ????? ?????????? ?? ????? ????? ??? ????? ?? ???? ????? ???. ??*? ?????? ??. ??""",
745,1.07E+18,4867064842,Mon Dec 10 15:19:39 +0000 2018,"""? ?? ???? ???? ?? ?????? ???? ?? ?????? ??????? ???? ????? ??? ???? ?????????? ?????? ???? ??????? ???? ?? ???? ??? ??? ??? ??????? ?????? ?????? ??? ???? ??????? ?????? ???? ?????? ???????? ????.""",
746,1.07E+18,4867064842,Mon Dec 10 15:01:01 +0000 2018,"""?? ??? ?? ??????? ?????? ?????? ??. ???? ???? ??? ?????? ???? ??? ????? ??? ??? ?? ???? ??? ?????????. ??? ?? ????? ??? ????? ?????? ????????? ???????? ???? ?? ??? ??. ???? ?????? ????? ???? ??? ?????? ??. ???? ??? ????. ????? ???? ??? ???? ?????? ?????. ??""",
747,1.07E+18,4867064842,Mon Dec 10 14:54:47 +0000 2018,"""???? ????? ??? ??????. ??? ???? ?????? ??? ???. ?????? ???? ???? ????? ????? ???????? ????? ????? ???? ????? ?????? ??? ???? ???? ???? ???? ????? ??? ????. ???? ????? ???? ????? ?????? ???? ?????. ?????? ???? ????? ???? ?????. ???? ?? ??????. ??? ?????? ??? ?????? ??????.""",
748,1.07E+18,4867064842,Sun Dec 09 18:49:26 +0000 2018,"""?????? ?.. ??? ?????? ???.. ?????? ????? ?????? ???... ?????? ?.. ??? ?????? ???... ?? ???.... ?.. ??? ????? ????... ?????? ????? ????? ????.. ?????? ?.. ??? ????? ????... ?? ???.... ??? ???... ??????... ?? ???... ??????.. ?????? ????.. ?? ???... ?...?....?....""",
749,1.07E+18,4867064842,Sun Dec 09 18:42:29 +0000 2018,"""??????? ??? ??????? ?????? ???? ???? ???? ??????? ?????? ??? ???? ?????? ??????? ???? ?? ??????. ??? ??????? ??, ???????? ??, ???????? ??????? ??, ????? ? ????? ??, ??????? ? ???? ? ??, ????????? ???????? ????? ??, ???? ???? ???? ???? ? ?????? ?????. ?? ??.??""",
750,1.07E+18,4867064842,Sun Dec 09 18:25:32 +0000 2018,"""?? ??? ??? ???? ?????. ???? ???? ?????? ???? ?? ????? ???. ???????? ?????? ??? ??? ??????? ??????. ????? ??? ?????? ???? ?? ???? ??????????? ??????. ?? ?????? ???????? ????????? ??????. ???? ???? ??????? ???? ?????? ???? ????? ????. ??? ????? ????? ???? ???? ?? ???? ???? ???. ??""",
751,1.07E+18,4867064842,Sun Dec 09 17:58:59 +0000 2018,"""?????? ??? ????????? ????? ???? ?????? ???? ??????. ?????? ??????? ??? ???? ????. ?? ???? ?????? ??????? 10 ?? ???? ?????. ?????? ???? ?? ????? ?????. ???? ???? ??? ???? ????? ???? ??????? ??????. ??? ????? ?????? ?? ??????? ???? ?????? ?????. ?? ??? ????? ????? ???? ??. ?????????""",
752,1.07E+18,4867064842,Sun Dec 09 12:16:15 +0000 2018,"""????? ????? ???? ??????? ??? ?????? ??????? ???????? ??? ??? ??? ???? ????? ????? ??????? ?  ??? ? ??? ?????? ????? ????? ??? ????? ?????? ?????? ??? ??? ???? ???? ????? ???? ?????? ???? ????? ? ??""",
753,1.07E+18,4867064842,Sun Dec 09 07:30:28 +0000 2018,"""1,000 ???? ?????? ??. ???????? 1,000 ?? ????? ??????? 8 ?? ???? ????????? ?????????. ??? ???? ?????. ??????? ?? ???? ???? ????? ???? 2026 ?????? ???????? 2,000 ?? ??? ?????? ?????? ??????? ?????? ?????.""",
754,1.07E+18,4867064842,Sun Dec 09 07:03:11 +0000 2018,"""?? ??????? ??? ???? ??? ???? ?? ?????? ????? ??? ??? ????? ???. ??????? ?? ???? ?? ???? ??. ?????? ??? ???? ???? ???? ?????? ???? ?????????? ????? ???? ???? ???? ???. ??? ???????? ???? ??? ???? ?????? ???? ???? ?? ????? ???????.""",
755,1.07E+18,4867064842,Sun Dec 09 05:26:22 +0000 2018,"""??? ???? ????? ????? ??. ??? ?????? ?? ???? ??? ?? ???? ?????. ? ???? ??? ???????? ???? ?????? ??????? ??. ???? ????? ??? ??????????.  ? ???? ?? ?? ????? ??? ????? ???? ????. ??? ??????? ????? ??????? ??? ????????? ???????. ?? ???? ???? ?? ??? ??? ?? ?????? ?? ????????? ???. ????""",
756,1.07E+18,4867064842,Sat Dec 08 15:53:04 +0000 2018,"""???? ?????? ??? ????? ????? ???????? ???? ???? ????? ???? ???? ?????. ?????? ?????? ???? ????? ?????? ????? ???? ??????? ???? ???? ?????? ???? ?? ??? ?????? ??? ?????????? ?????? ???? ????? ????? ????? ???? ??????????? ?????? ?? ?????. #???Tweets""",
757,1.07E+18,4867064842,Sat Dec 08 14:48:46 +0000 2018,"""???? ?????? ????? ???? ????? ???????????? ????? ????? ????? ????? ????? ?? ?????. ?? ??? ?? ??? ?????? ????? ?????? ?????? ??????? ????? ??? ?? ???? ????? ??????. ??????? ????? ?????? ????? ????? ??? ???? ????. #???Tweets""",
758,1.07E+18,4867064842,Sat Dec 08 14:44:15 +0000 2018,"""??? ??? ???? ??? ??? ??? ??????? ???????. ??? ????? ??????? ????? ?? ???? ???? ?????? ?????. ??? ?????? ????? ???? ????? ??????? ????? ?? ??? ?????????? ???? ?????. ??? ???? ???? 8 ?? ???? ???? ???? ?????????? ???? ?????? ???? 15 ?? ???? ???? 15 ? ??? ????. #???Tweets""",
769,1.07E+18,1219328588,Mon Dec 10 01:21:55 +0000 2018,"""RT @KandyinStyle: ??????? ?????? ???? ???????? ?????, ??? ????? ?????? ?????? ?????? ????? ?? ???????????? ???????? ??. ??? ???????? ?? ???…""",
771,1.07E+18,1219328588,Sun Dec 09 01:34:35 +0000 2018,"""RT @ExcuzeMiReturn: ????? ?? ???????? ???? ??????? ????? ?????? ??????? ??????????? ?????? ????? ???? ?????. ?????? ??? ????? ??. ?????? ?…""",
772,1.07E+18,1219328588,Sun Dec 09 01:33:33 +0000 2018,"""RT @tharindu_dilanj: ?? ???? ?? ????? ????? tweet ??? ????? ?? ??????, ??????, ?????? travel ????? ???????? ????? ???? ?? ???????? ?????,…""",
785,1.07E+18,1219328588,Thu Nov 29 10:04:32 +0000 2018,"""??? lion king ????? ?????? ??????.. ?????? ???? ??? ??? ??? ??????.. ??? ??????????? ???? ???? ???????......#??????????""",
786,1.07E+18,1219328588,Thu Nov 29 10:04:18 +0000 2018,"""RT @indika27: 1998 ?? ?? ?????????? ??????? ??? ??????? ??? ?? ?????? ????? ?????? ??? ??? 13??.. ?? ??????? ?????? 2018 ???? ??? 33?? ???.…""",
790,1.07E+18,1219328588,Mon Nov 26 23:53:11 +0000 2018,"""RT @Gaveenk: ???? ???? ???? ???? ???????? ???????????? ??? ????? ???????? ???.""",
792,1.07E+18,1219328588,Mon Nov 26 08:12:15 +0000 2018,"""RT @iRuwanthi: ????? ???? ???? ???? ??? ???????? ??? x-files ???? ???????? FBI ??? ???? ???..""",
793,1.07E+18,1219328588,Mon Nov 26 07:44:20 +0000 2018,"""RT @dudeum_Nethu: ???? ???? ?????? ??? ??????? ??????? ????. ???? ??????? ????.""",
794,1.07E+18,1219328588,Mon Nov 26 07:43:31 +0000 2018,"""RT @kenshanaka: ???? ??? ???? ??? ?????? ???? ?????? ??,  ?????? ????? ?? ??? ????? ???????...""",
798,1.07E+18,1219328588,Fri Nov 23 08:39:34 +0000 2018,"""@dilanka25 ??? ????????? ????? ??????. ?????? ?????. ?? ????? ????? ??? ?? ????? ?????.....""",
799,1.07E+18,1219328588,Wed Nov 21 12:42:28 +0000 2018,"""RT @tnMeedin: ??????? ???????? ?? ???? ???????????? ?????? ????. ??????? ???? ?????? ?????? ?? ?? ???????? ??????? 3 ??? ?????? ???? ??? ?…""",
800,1.06E+18,1219328588,Tue Nov 20 04:16:19 +0000 2018,"""@dilanka25 Was it today?? Apita ??? ???? ?????? ??""",
805,1.06E+18,1219328588,Sat Nov 10 06:20:02 +0000 2018,"""@dilanka25 ??? ????????? ???....??""",
806,1.06E+18,1219328588,Thu Nov 08 20:18:58 +0000 2018,"""@dilanka25 ???? ? ???? ???????? ????? ???????""",
808,1.06E+18,1219328588,Thu Nov 08 19:09:43 +0000 2018,"""RT @tikirimaarie: @Erandeeplus ??? ????????? ??????????""",
813,1.06E+18,1219328588,Wed Nov 07 11:09:46 +0000 2018,"""@dilanka25 ????? ??? ?????????? ???????.....""",
815,1.06E+18,1219328588,Tue Nov 06 00:41:48 +0000 2018,"""RT @Twin_Malli: ??? ?????? ????????? ??? ?  ?????? ???? ???? ?????? ?????. ??""",
819,1.05E+18,1219328588,Sun Oct 21 01:27:44 +0000 2018,"""RT @maalupaan: ??? ??? ???? ???????? ????? ????? ???? ????...??? ????? ?? ?????? ????? ???????? ??? ??""",
821,1.05E+18,1219328588,Tue Oct 16 05:56:00 +0000 2018,"""RT @MaheshNegombo: ????? ?????? ??????? ?????????? ???? ?? ??? ???????. ? ??????? ???????? ???? ????. ??????? ?????? ?????? ? ???? ??? ????…""",
826,1.05E+18,1219328588,Thu Oct 11 02:27:31 +0000 2018,"""@MaheshNegombo ?? ????!! ????""",
827,1.05E+18,1219328588,Thu Oct 11 02:26:57 +0000 2018,"""RT @MaheshNegombo: @Erandeeplus ???? 600 ???? ?????? ????""",
0,1.08E+18,9.74E+17,Fri Dec 21 04:14:56 +0000 2018,"""@Sanju_Live ????? ???????? ????? ????? ???? ????? ???? ??????????????? ????.. ???? ????? ?????? ??????????..""",
1,1.08E+18,3165646736,Fri Dec 21 02:35:43 +0000 2018,"""@Dilan_Perera45 ???? ???? ????? ???? ????? ???? ??? ??? ??? ???????? ????? ????? ??????""",
2,1.08E+18,2713529238,Fri Dec 21 02:14:44 +0000 2018,"""????? ????? ?? ??? ????? ?? ??? ??? ?? ??? ?? ??? ?????...????? ....?????? https://t.co/DD39YRdrWR""",
3,1.08E+18,324432673,Fri Dec 21 01:58:51 +0000 2018,"""@milindarj ???? ??????... ??????? ?????????? ??????? ?? ????? ????? ???? 352??... ??""",
4,1.08E+18,147184014,Fri Dec 21 01:12:05 +0000 2018,"""??????? ????????? ????? ?????????? ???????? https://t.co/Yan4JyZIGG""",
5,1.08E+18,9.80E+17,Fri Dec 21 00:54:41 +0000 2018,"""???? ?? ??? ?? ?????? ?????? ???? ??????? ????? ???? ???? ???????.. ?? ??? ????? ???? ???? ????? ????? ?????? ???? https://t.co/cdlhoDv11C""",
6,1.08E+18,3165646736,Thu Dec 20 23:12:29 +0000 2018,"""@RakzzMaduOnline @Chamalka_N @Soulchild_Rishi ???? ???? ????? ????? ?????? ????? ?? ????????""",
7,1.08E+18,1.06E+18,Thu Dec 20 19:58:55 +0000 2018,"""@ChanakaDinushan @SajithP ??? ?? ?????? ???? ?? ????? ???? ????? ???? ? ???? ??""",
8,1.08E+18,9.06E+17,Thu Dec 20 17:17:29 +0000 2018,"""@DJSlash9 @moogater @RathuMakaraFM_ ???? ???? ???? ?????? ??... ??? ??? ??? https://t.co/p7vdVphhDN ????? ???? ?? ????? ??? ??""",
9,1.08E+18,343755137,Thu Dec 20 16:49:00 +0000 2018,"""@maalupaan ?? ?? ?????? ??? ???? ????? ???? ???? ???? ?????""",
10,1.08E+18,3238982816,Thu Dec 20 16:43:19 +0000 2018,"""@nwty_ck @dudeum_Nethu ?????? ???? ????? ??? ?? ???? ??????""",
11,1.08E+18,3238982816,Thu Dec 20 16:08:00 +0000 2018,"""????? ?????? ????? ??? ???? ??? ?? ??? ?????""",
12,1.08E+18,2473955773,Thu Dec 20 15:33:45 +0000 2018,"""@MatiBole ???? ???????? ?????...??? ?????? ??? ????? ???? ?????? ?????  ?? ?????? ???? ???? ???? ?? ?????? ??????? ??""",
13,1.08E+18,9.74E+17,Thu Dec 20 14:27:28 +0000 2018,"""@Madurangakalpa1 ????..??? ???... ????..??""",
14,1.08E+18,1302348002,Thu Dec 20 13:52:04 +0000 2018,"""???? ??? ???? ?????????... ?? ?????? ????? ????? ??????? ??? ??????? ????? ???? ??? ?????? ?? ???? ?????????....??""",
15,1.08E+18,2315810478,Thu Dec 20 13:43:15 +0000 2018,"""?? ???? ??? ???????? ????? ??? ??????? ?????? ?? ??????? ???????? ????  ??? ?????? ??????  ?????? — feeling loved""",
16,1.08E+18,1319729186,Thu Dec 20 13:29:04 +0000 2018,"""@nsadisha ???????? ??? ???? ????""",
17,1.08E+18,1.08E+18,Thu Dec 20 13:22:23 +0000 2018,"""@techn0ish ?????? ???? ?????? ????? ?? ??? ??????? ???? ????""",
18,1.08E+18,199129412,Thu Dec 20 13:22:18 +0000 2018,"""@MatiBole ??????? ?????? ?? ???? ????? ???? ????""",
19,1.08E+18,2533578847,Thu Dec 20 13:00:40 +0000 2018,"""@PeirisDarshana ?? ????? ????? ??. ???? ???? ??????.""",
20,1.08E+18,1685742714,Thu Dec 20 09:59:26 +0000 2018,"""@MatiBole ???????? ??????????? ?????? ????? ??????? ????? ?????? ???? ??????.. ??""",
21,1.08E+18,150624162,Thu Dec 20 08:32:56 +0000 2018,"""??????????? ? ????? ?????? ?????? ?? ????? ???? ??????? ??????????? ??????. ???? ????????? ?? ????? ???? ???????? ???? ??? ???.""",
22,1.08E+18,345649350,Thu Dec 20 08:15:46 +0000 2018,"""@PoDiyaa ????? ????? ???? ????? ????? ???? ????? ?????? ??? ?????? ??? ????? ??""",
23,1.08E+18,1.08E+18,Thu Dec 20 07:24:24 +0000 2018,"""??? ????? ????? ???? ????? ?? ????? 6??? ?????? ?? ???? ??? ???? ????? ???? ??????? ????? ?? https://t.co/7eoD8BRUYz""",
24,1.08E+18,1.08E+18,Thu Dec 20 07:14:21 +0000 2018,"""@AchiniHansima ???? ????? ??? ???? ????? ????""",
25,1.08E+18,1.08E+18,Thu Dec 20 05:58:01 +0000 2018,"""@chathuranga513 ??? ????? ????? ????? ????? ?????. ?????? ???? ????? ??? ?? ???? ? ????""",
26,1.08E+18,1326867456,Thu Dec 20 05:14:38 +0000 2018,"""????? ??? ?????? ????? ??????????? ????? ??????? ??? ????? ?????. ??????  ??? ?? ????????. ????""",
27,1.08E+18,1.08E+18,Thu Dec 20 04:52:51 +0000 2018,"""@Nadeez__ ?? ???? ?????? ?? ??????? ????? ???? ?????? ???????? ???? ????????""",
28,1.08E+18,7.30E+17,Thu Dec 20 04:44:51 +0000 2018,"""@wishawanath ??? ?????? ??????? ???? ????? ??? ????""",
29,1.08E+18,8.81E+17,Thu Dec 20 04:43:50 +0000 2018,"""??????? ???????? ??????? ????? ???? - ????????? ??? - https://t.co/8bZoOfHdHU""",
30,1.08E+18,2921561887,Thu Dec 20 04:43:49 +0000 2018,"""??????? ???????? ??????? ????? ???? - ????????? ??? - https://t.co/RkGbK2kU8K""",
31,1.08E+18,1.08E+18,Thu Dec 20 04:27:54 +0000 2018,"""@Nadeez__ ?? ?? ?? ?????? ??? ?? ?????????? ?????. ?????? ??? ????? ????? ?? ?? ?? ?? ??""",
32,1.08E+18,1.08E+18,Thu Dec 20 04:23:34 +0000 2018,"""?? ??? ???? ????? ??? ??????? ????? ?? ?? https://t.co/yx0XHIdIGl""",
33,1.08E+18,1.08E+18,Thu Dec 20 04:21:47 +0000 2018,"""@Nadeez__ ?? ?????? ?? ??? ????? ????? ???? ????? ??? ?????? ????? ???? ?? ??? ?? ??? ?????? ??? ????????????????????""",
34,1.08E+18,1.08E+18,Thu Dec 20 04:06:30 +0000 2018,"""?????? ??????? ????? ??? ??????? ????? ?? ????""",
35,1.08E+18,3238982816,Thu Dec 20 04:05:15 +0000 2018,"""@Sansajran @dead_mans_creed ?????? ???? ?????? ???? ?????""",
36,1.08E+18,2399526168,Thu Dec 20 03:06:55 +0000 2018,"""??????? ???????? ??????? ????? ???? - ????????? ??? https://t.co/pYURblAJDo https://t.co/pYURblAJDo""",
37,1.08E+18,288156548,Thu Dec 20 03:06:46 +0000 2018,"""??????? ???????? ??????? ????? ???? - ????????? ??? https://t.co/LTcyrbML7T https://t.co/LTcyrbML7T""",
38,1.08E+18,233860469,Thu Dec 20 02:58:36 +0000 2018,"""@Lovely_Paba @tharu__ @akhilasg @Nadeez__ ??? ??? ???? ???? ??? ????.""",
39,1.08E+18,9.66E+17,Thu Dec 20 01:20:35 +0000 2018,"""?????? ???? ?? ????? ?? ??? ?????....""",
40,1.08E+18,233860469,Wed Dec 19 19:20:07 +0000 2018,"""??? ??? ? ??? ???? ??? ????. https://t.co/Fe45fEqV12""",
41,1.08E+18,432130044,Wed Dec 19 17:20:01 +0000 2018,"""@Jude_H_Fernando @tikirimaarie ????? ????? ????? ""haha"" emoji ???? ??? ???? ????""",
42,1.08E+18,1.08E+18,Wed Dec 19 16:58:26 +0000 2018,"""@sheshandj ??? ??? ???????? ??? ???? ???? ?? ??????? ????? ????""",
43,1.08E+18,3251654766,Wed Dec 19 16:37:18 +0000 2018,"""@Rasthiyaduwa ??? ???? ???""",
44,1.08E+18,1.06E+18,Wed Dec 19 15:57:35 +0000 2018,"""??? ????? ??? ?????? ?? ??? ??????? ???? ?? ????? ???? ??????? ??? ?????? ??????? ?????? ??.. #????????""",
45,1.08E+18,233860469,Wed Dec 19 15:51:05 +0000 2018,"""@MatiBole ?????? ???? ?????.""",
46,1.08E+18,192037491,Wed Dec 19 15:48:28 +0000 2018,"""@AyeshaShehani ????? ???????? ?????! ?????? ???? ???????? ???????? ???? ?????? ????.""",
47,1.08E+18,2993019091,Wed Dec 19 15:14:30 +0000 2018,"""@DraXTwitt ?? ???? ??? ??? ??? ???? ????? ??? ??? ?????. ???? ?????? ????? ?? ??? ??????""",
48,1.08E+18,9.95E+17,Wed Dec 19 14:52:01 +0000 2018,"""??.......... ??? ????? ??? ?????? ??? ????? ???? ?????? ??????  ??? ???? ?? ?? ??????? ??? ????? ??? ?????? ???...??  #????????????????""",
49,1.08E+18,233860469,Wed Dec 19 14:51:17 +0000 2018,"""@Jude_H_Fernando @piumi_silva ??? ??? ??? ????? ??? ?????? ?? ???? ???.""",
50,1.08E+18,9.11E+17,Wed Dec 19 14:33:44 +0000 2018,"""@_Thamarasa_ ?? ??.. ??????? ??? ??????? ??? ?? ???? ?? ???? ???..??????""",
51,1.08E+18,9.11E+17,Wed Dec 19 14:01:46 +0000 2018,"""@Annnuza ???? ?????.. ??.. ????? ???? ???? ???? ??????...""",
52,1.08E+18,8.86E+17,Wed Dec 19 12:08:20 +0000 2018,"""@_ouTliER__ ?????? ????? ?? ???????? ????? ?????""",
53,1.08E+18,233860469,Wed Dec 19 11:51:31 +0000 2018,"""@maalupaan ????? ????? ????? ????. ??? ????? ??? ????? ????? ????. ?? ???? ???? ???.""",
54,1.08E+18,7.77E+17,Wed Dec 19 10:23:41 +0000 2018,"""@FriendsGammadda ? makeup ??? ????? ????.???? ?? makeup ????? ????? ?? ?? ????? ????? lipstick ?? eye liner ???????? ???? ??""",
55,1.08E+18,9.65E+17,Wed Dec 19 10:15:30 +0000 2018,"""@Jude_H_Fernando ????? ????? ????... ?? ???? ???? ???? ??????.. ?????????? ???? ??""",
56,1.08E+18,2473955773,Wed Dec 19 07:10:40 +0000 2018,"""@SHAN_EVO_ ???? ?????? ???? ???? ??""",
57,1.08E+18,9.06E+17,Wed Dec 19 06:27:38 +0000 2018,"""@PinkySandaruwni ??? ????? ?? ???? ????... ??????? ????? ????? ??.. ??? ?????? ????????? ??""",
58,1.08E+18,8.75E+17,Wed Dec 19 06:06:39 +0000 2018,"""@SHAN_EVO_ @CHIRU_Vibes ????? ???? ???? ?????? ??""",
59,1.08E+18,3927393580,Wed Dec 19 06:02:20 +0000 2018,"""@nadeerap6 ???.?? ??????? ???? ????? ??????????""",
60,1.08E+18,1.01E+18,Wed Dec 19 05:57:29 +0000 2018,"""@RShashiya @PinkySandaruwni ??? ???? ??? ??????? ???????? ????? ???? ??????? ??""",
61,1.08E+18,2425930645,Wed Dec 19 05:56:24 +0000 2018,"""@PinkySandaruwni @RakzzMaduOnline ??? ???? ?????.. ???""",
62,1.08E+18,1685742714,Wed Dec 19 05:49:00 +0000 2018,"""??? ??? ???????? #???????FM ??? ??? ???? ?? ????? ??? ???? ???? ??????.. ?? ??? ??????..""",
63,1.08E+18,2425930645,Wed Dec 19 05:45:39 +0000 2018,"""@da_sukiya @imhiran99 ?? ??????? ?? ???? ???. ??? ?????????. ???????????? ???????????? ???? ????? ????? ????? ????""",
64,1.08E+18,212847371,Wed Dec 19 01:46:22 +0000 2018,"""???? ??? ??? ????! ?????? ???? ?? ?????? ?????? ?????? ?????.""",
65,1.08E+18,8.77E+17,Wed Dec 19 01:46:10 +0000 2018,"""??? ????? ????? ?????? ??? ???? ?? ???? ???? ?????? ????????? ????????  ????? ?????""",
66,1.08E+18,1685141124,Wed Dec 19 00:57:50 +0000 2018,"""???? ?? ???? ??? ???? ???????? ???? ????? ???? ????? ??? ????? ???? ????? ??? ???????""",
67,1.08E+18,2995187646,Tue Dec 18 23:09:01 +0000 2018,"""???? ???? ????? ???? ?????? ????? ??????????????? ????? ?????????? — feeling ???""",
68,1.08E+18,4867064842,Tue Dec 18 20:50:57 +0000 2018,"""????? ?? ?????? ?? ??? ?? ?? ?? ????? ??? ??? ??? ??????? ????? ???? ???? ?? ????? ??????? ??""",
69,1.08E+18,166556379,Tue Dec 18 20:44:47 +0000 2018,"""????? ????? ???????? ???? ????? ???? ????? ?? ????? ??????""",
70,1.08E+18,343755137,Tue Dec 18 20:44:32 +0000 2018,"""????? ????? ???????? ???? ????? ???? ????? ?? ????? ??????""",
71,1.08E+18,395035548,Tue Dec 18 20:13:25 +0000 2018,"""??? ?????? ???? ??? ?????? ?????? ?????.""",
72,1.08E+18,137992580,Tue Dec 18 20:04:25 +0000 2018,"""???? ?????? ????? ??? ??? ????? ???. ??""",
73,1.08E+18,1685742714,Tue Dec 18 19:42:22 +0000 2018,"""??? ????? ??? ????? ????? ???????? ?? ????? ??????? ???? ???????..  - ??? ???????""",
74,1.08E+18,199129412,Fri Dec 21 04:14:30 +0000 2018,"""@maalupaan ?? ??? ???.   ? ????? ??? ???? ?? ??? ???????? ??????. ????? ???? ? ??? ?? ??????? ???? ?????? ??????. ???? ?? ??? ??? ???? ???.  ?????? ????? ???? ???? ?????? ??? ???? ??????? ??????? ????? ??""",
75,1.08E+18,2496331741,Fri Dec 21 01:30:14 +0000 2018,"""?????, ????????????, ?????????, ???????, ??????? ?? ???? ????? ?? ???? ????? ???? live ???? ????? ????? ???? ??????????..  Check out @childrenshealth’s Tweet: https://t.co/OfiBKLXBGT""",
76,1.08E+18,1854407280,Fri Dec 21 00:47:15 +0000 2018,"""??????????? ?????? ???? ?????? ??? ??? ????? ????? ???????.. ??? ?? ?????? ????? ?????.. ??????, ?????? ?? ???????..   ????? ?????? ????? ??????? experience ???????? ??.. #lka #GR2020 https://t.co/v9U3oyNbPs""",
77,1.08E+18,1011390594,Thu Dec 20 18:04:05 +0000 2018,"""?????, ????????????, ?????????, ???????, ??????? ?? ???? ????? ?? ???? ????? ???? live ???? ????? ????? ???? ??????????..  ???? ?????? ???? ?????? ??????? ??? ???????...?????? ??? ?????? ???? ?????? ????.. https://t.co/0CEV50nwAm""",
78,1.08E+18,4867064842,Thu Dec 20 12:30:07 +0000 2018,"""@notNaughtyE ????? ?? ????. ?????? ?? ????? ???? ???? ??? ??????? ???? ??? ?????. ???? ???? ???? ?????? ??????? ????. ???? ????. ????? ????? ???? ????? ?????? ??? ???? ???? ?????????? ??? ????? ???? ? ????? ???????? ???? ????????? ????? ?? ??""",
79,1.08E+18,156612704,Thu Dec 20 10:36:39 +0000 2018,"""&lt;3 ??? ???? ????? ? ??? ?????? ?????? ??? ???? ????? ????? ??? ??? ???? ???? ????? ????  ???? ??? ?? ?? ?? ?? ?????  ?????? ???? ??? ?? ??????  ?? ?? ???? ??? ????? ?????  ????? ???? ????? ??? ?? ???? ??.. &lt;3 https://t.co/7OPJnK4RSs""",
80,1.08E+18,9.73E+17,Thu Dec 20 07:40:52 +0000 2018,"""@Nimal15700736 @cleanpoltics @NimaliWijesuri3 @ApiWenuwen @JMLPBandara @GayaniGunaseke2 @nnalani1231 @ranjanieguruge @CBSL @RW_UNP @HarshadeSilvaMP @EranWick @MangalaLK @MaithripalaS @Senaratne77 @Neetwit @PresRajapaksa @ParliamentLK @randheeraM @nilanp @astroanu @hithuwakkari89 @galpathatlr @KalyanaMithraya @medaperadiga @AsIFxOubyozDmOY @ra5tha @Sudumameduvada @WasthiOfficial @DooWeere @udanaekanayake @Dilanka_ss @hesha_UNP01 @PiyumiShashi @Media_NR @tmfallen @Ru_Weerasuriya @vishiru @LUshimarie @paranawithana @JosephMorgan @amalab @mihywun @Aqua097 @hima_flake @LankanJokes @Yawathashi @ManoGanesan @PodujanaParty ?? ??????? ???? ??? ??? ???? ??? ???????????? ????? ?????? ????? ???? ????????. ????????, ????, ????????? ???? ????? ????? ????? ???? ???????. 1815 ??? ?? ??????? ?????? ???? ????. ????? ????? ????? ????? ????? ???? ???? ???? ????? ?? https://t.co/imfO4FngUd https://t.co/F4qhD3dpJK""",
81,1.08E+18,2503150696,Thu Dec 20 05:17:08 +0000 2018,"""????? ??????? ??? ????????? ???? ?????? ??? ??? ???? ???????,?????? ??????????? ?????? ???? ?? ????? ??.???? ?????? ??????? ????? ??????? ??????? ?????? ????? ???? ???? ??????????? ????? ?????.""",
82,1.08E+18,2290874334,Wed Dec 19 19:53:19 +0000 2018,"""???? ????. ????? ??? ?????? ???? ??????? ?????? ??????????? ??? ???? ??? ????? ? ??? ??????? ??????? ???? ?????? ????? ????? ??????? ??????? .... ??  ??..??... #????""",
83,1.08E+18,169831468,Wed Dec 19 18:12:28 +0000 2018,"""?????? ???????  ???? ????? ????? ?? ??????? ????? ?? ??????   ??? ????? ???????? ?????? ????? ?????? ????? ????   ??? ??????? ?????? ????? ??? ??? ?????????? ?? ????, ??? online ????  ??? ???? ?????? ??? ???, ???? ?????? ??? ???   .............????????? ????""",
84,1.08E+18,8.37E+17,Wed Dec 19 18:08:36 +0000 2018,"""??? ???????????? ????? ??? ???? ???? ?????.. ??????? ???? ?????? ?? dialog ????? ???? ?????? call a tune ?????? ???? ???? ?? ???..???? https://t.co/8ctmWnrSGc""",
85,1.08E+18,181142874,Wed Dec 19 17:29:00 +0000 2018,"""?????? ?????? ????? ????? ????? ???? ???????? ?????????? ????? ?????? ????????? ?????. ???????? ????? ????? ??????? ???? ????? ??????? ???? ?????.""",
